X,Y,depth,month,distance,preds
-0.7114583333333334,37.64687500000001,4.548999786376953,September,16.523057158319368,0.0016025301587244947
-0.7093750000000001,37.64687500000001,5.860000133514404,July,16.685849720292023,0.038917948564311584
-0.7093750000000001,37.64687500000001,5.860000133514404,August,16.685849720292023,0.00377637852692062
-0.7093750000000001,37.64687500000001,5.860000133514404,September,16.685849720292023,0.0015743573500569539
-0.7072916666666668,37.64687500000001,8.600000381469727,July,16.849077559706906,0.03750254679839579
-0.7072916666666668,37.64687500000001,8.600000381469727,August,16.849077559706906,0.0037069285846733405
-0.7072916666666668,37.64687500000001,8.600000381469727,September,16.849077559706906,0.0015468660726631006
-0.7052083333333334,37.64687500000001,11.210000038146973,July,17.01272814773777,0.036141217395526774
-0.7052083333333334,37.64687500000001,11.210000038146973,August,17.01272814773777,0.003639191458563317
-0.7052083333333334,37.64687500000001,11.210000038146973,September,17.01272814773777,0.0015200405071982412
-0.703125,37.64687500000001,14.09000015258789,July,17.17678940119437,0.03483191253926858
-0.703125,37.64687500000001,14.09000015258789,August,17.17678940119437,0.0035731258686467382
-0.703125,37.64687500000001,14.09000015258789,September,17.17678940119437,0.001493865052504874
-0.7010416666666667,37.64687500000001,15.079999923706056,July,17.341249664387373,0.03357265283449643
-0.7010416666666667,37.64687500000001,15.079999923706056,August,17.341249664387373,0.003508691174292833
-0.7010416666666667,37.64687500000001,15.079999923706056,September,17.341249664387373,0.001468324333489054
-0.6989583333333333,37.64687500000001,17.559999465942383,July,17.506097691805845,0.032361526016647345
-0.6989583333333333,37.64687500000001,17.559999465942383,August,17.506097691805845,0.0034458473908735303
-0.6989583333333333,37.64687500000001,17.559999465942383,September,17.506097691805845,0.001443403207974305
-0.696875,37.64687500000001,18.440000534057617,July,17.67132263152292,0.031196685582353362
-0.696875,37.64687500000001,18.440000534057617,August,17.67132263152292,0.003384555203929098
-0.696875,37.64687500000001,18.440000534057617,September,17.67132263152292,0.001419086772612446
-0.6947916666666667,37.64687500000001,20.010000228881836,July,17.836914009344817,0.030076349354567197
-0.6947916666666667,37.64687500000001,20.010000228881836,August,17.836914009344817,0.003324775980974595
-0.6947916666666667,37.64687500000001,20.010000228881836,September,17.836914009344817,0.0013953603679103502
-0.6927083333333334,37.64687500000001,21.350000381469727,July,18.002861713636104,0.028998797994823286
-0.6927083333333334,37.64687500000001,21.350000381469727,August,18.002861713636104,0.003266471781151652
-0.6927083333333334,37.64687500000001,21.350000381469727,September,18.002861713636104,0.0013722095824481014
-0.690625,37.64687500000001,19.43000030517578,July,18.169155980811365,0.0279623734733326
-0.690625,37.64687500000001,19.43000030517578,August,18.169155980811365,0.0032096053628600327
-0.690625,37.64687500000001,19.43000030517578,September,18.169155980811365,0.0013496202563359093
-0.6885416666666667,37.64687500000001,24.1200008392334,July,18.335787381459173,0.026965477507402944
-0.6885416666666667,37.64687500000001,24.1200008392334,August,18.335787381459173,0.0031541401895801967
-0.6885416666666667,37.64687500000001,24.1200008392334,September,18.335787381459173,0.0013275784839898524
-0.6864583333333334,37.64687500000001,27.190000534057617,July,18.502746807065407,0.026006569976714897
-0.6864583333333334,37.64687500000001,27.190000534057617,August,18.502746807065407,0.0031000404339837193
-0.6864583333333334,37.64687500000001,27.190000534057617,September,18.502746807065407,0.0013060706162589721
-0.6843750000000001,37.64687500000001,30.799999237060547,July,18.670025457318037,0.02508416732350761
-0.6843750000000001,37.64687500000001,30.799999237060547,August,18.670025457318037,0.003047270980471564
-0.6843750000000001,37.64687500000001,30.799999237060547,September,18.670025457318037,0.0012850832619551635
-0.6822916666666667,37.64687500000001,32.72999954223633,July,18.83761482796132,0.024196840945239797
-0.6822916666666667,37.64687500000001,32.72999954223633,August,18.83761482796132,0.00299579742631095
-0.6822916666666667,37.64687500000001,32.72999954223633,September,18.83761482796132,0.0012646032888506426
-0.6802083333333334,37.64687500000001,34.16999816894531,July,19.005506699175083,0.02334321558542803
-0.6802083333333334,37.64687500000001,34.16999816894531,August,19.005506699175083,0.002945586081406928
-0.6802083333333334,37.64687500000001,34.16999816894531,September,19.005506699175083,0.0012446178241516002
-0.6781250000000001,37.64687500000001,34.54999923706055,July,19.173693124465128,0.02252196772920134
-0.6781250000000001,37.64687500000001,34.54999923706055,August,19.173693124465128,0.0028966039669268404
-0.6781250000000001,37.64687500000001,34.54999923706055,September,19.173693124465128,0.001225114254534015
-0.6760416666666668,37.64687500000001,36.119998931884766,July,19.342166420019083,0.0217318240076558
-0.6760416666666668,37.64687500000001,36.119998931884766,August,19.342166420019083,0.002848818812758512
-0.6760416666666668,37.64687500000001,36.119998931884766,September,19.342166420019083,0.0012060802257276824
-0.6739583333333334,37.64687500000001,37.72999954223633,July,19.51091915453485,0.020971559616331497
-0.6739583333333334,37.64687500000001,37.72999954223633,August,19.51091915453485,0.0028021990540212996
-0.6739583333333334,37.64687500000001,37.72999954223633,September,19.51091915453485,0.001187503641735847
-0.671875,37.64687500000001,41.59000015258789,July,19.679944139487315,0.02023999675065143
-0.671875,37.64687500000001,41.59000015258789,August,19.679944139487315,0.0027567138265829193
-0.671875,37.64687500000001,41.59000015258789,September,19.679944139487315,0.001169372663665518
-0.7114583333333334,37.64479166666667,0.07640361785888672,July,16.416329064588655,0.03973959533789028
-0.7114583333333334,37.64479166666667,0.07640361785888672,August,16.416329064588655,0.0037401881076087598
-0.7114583333333334,37.64479166666667,0.07640361785888672,September,16.416329064588655,0.0015568368376124308
-0.7093750000000001,37.64479166666667,5.078000068664551,July,16.58017412172613,0.03827747384899631
-0.7093750000000001,37.64479166666667,5.078000068664551,August,16.58017412172613,0.003670045993105787
-0.7093750000000001,37.64479166666667,5.078000068664551,September,16.58017412172613,0.0015290912830242475
-0.7072916666666668,37.64479166666667,6.699999809265137,July,16.744436701170393,0.036872112229427864
-0.7072916666666668,37.64479166666667,6.699999809265137,August,16.744436701170393,0.003601679167686833
-0.7072916666666668,37.64479166666667,6.699999809265137,September,16.744436701170393,0.0015020356185113015
-0.7052083333333334,37.64479166666667,8.970000267028809,July,16.909104634852564,0.03552131950069249
-0.7052083333333334,37.64479166666667,8.970000267028809,August,16.909104634852564,0.003535043819155429
-0.7052083333333334,37.64479166666667,8.970000267028809,September,16.909104634852564,0.0014756532915374367
-0.703125,37.64479166666667,11.050000190734863,July,17.074166194654627,0.03422297964442517
-0.703125,37.64479166666667,11.050000190734863,August,17.074166194654627,0.0034700968368051983
-0.703125,37.64479166666667,11.050000190734863,September,17.074166194654627,0.0014499279975674975
-0.7010416666666667,37.64479166666667,13.369999885559082,July,17.239610074117753,0.03297505010152193
-0.7010416666666667,37.64479166666667,13.369999885559082,August,17.239610074117753,0.0034067958280702207
-0.7010416666666667,37.64479166666667,13.369999885559082,September,17.239610074117753,0.00142484368695723
-0.6989583333333333,37.64479166666667,15.9399995803833,July,17.40542537096936,0.031775560190839124
-0.6989583333333333,37.64479166666667,15.9399995803833,August,17.40542537096936,0.003345099132521547
-0.6989583333333333,37.64479166666667,15.9399995803833,September,17.40542537096936,0.0014003845708528448
-0.696875,37.64479166666667,17.93000030517578,July,17.57160157043721,0.03062260946230667
-0.696875,37.64479166666667,17.93000030517578,August,17.57160157043721,0.003284965833431776
-0.696875,37.64479166666667,17.93000030517578,September,17.57160157043721,0.0013765351261818637
-0.6947916666666667,37.64479166666667,18.75,July,17.73812852930411,0.02951436599807975
-0.6947916666666667,37.64479166666667,18.75,August,17.73812852930411,0.0032263557671353576
-0.6947916666666667,37.64479166666667,18.75,September,17.73812852930411,0.001353280099820004
-0.6927083333333334,37.64479166666667,19.790000915527344,July,17.904996460690473,0.028449064672887627
-0.6927083333333334,37.64479166666667,19.790000915527344,August,17.904996460690473,0.0031692295302901247
-0.6927083333333334,37.64479166666667,19.790000915527344,September,17.904996460690473,0.001330604511968708
-0.690625,37.64479166666667,19.68000030517578,July,18.072195919502413,0.027425005384969708
-0.690625,37.64479166666667,19.68000030517578,August,18.072195919502413,0.003113548485266228
-0.690625,37.64479166666667,19.68000030517578,September,18.072195919502413,0.001308493658828779
-0.6885416666666667,37.64479166666667,22.239999771118164,July,18.239717788545622,0.026440551267102475
-0.6885416666666667,37.64479166666667,22.239999771118164,August,18.239717788545622,0.0030592747638224812
-0.6885416666666667,37.64479166666667,22.239999771118164,September,18.239717788545622,0.001286933114629005
-0.6864583333333334,37.64479166666667,25.610000610351563,July,18.407553265251767,0.025494126885587453
-0.6864583333333334,37.64479166666667,25.610000610351563,August,18.407553265251767,0.0030063712691263565
-0.6864583333333334,37.64479166666667,25.610000610351563,September,18.407553265251767,0.00126590873302532
-0.6843750000000001,37.64479166666667,28.59000015258789,July,18.575693848997428,0.02458421643566225
-0.6843750000000001,37.64479166666667,28.59000015258789,August,18.575693848997428,0.002954801676347683
-0.6843750000000001,37.64479166666667,28.59000015258789,September,18.575693848997428,0.0012454066479597851
-0.6822916666666667,37.64479166666667,31.1200008392334,July,18.744131328995085,0.023709361939593835
-0.6822916666666667,37.64479166666667,31.1200008392334,August,18.744131328995085,0.00290453043189643
-0.6822916666666667,37.64479166666667,31.1200008392334,September,18.744131328995085,0.0012254132740021962
-0.6802083333333334,37.64479166666667,32.720001220703125,July,18.912857772707973,0.022868161453466325
-0.6802083333333334,37.64479166666667,32.720001220703125,August,18.912857772707973,0.002855522751414785
-0.6802083333333334,37.64479166666667,32.720001220703125,September,18.912857772707973,0.0012059153062141303
-0.6781250000000001,37.64479166666667,34.5,July,19.081865514797546,0.02205926728788126
-0.6781250000000001,37.64479166666667,34.5,August,19.081865514797546,0.0028077446166354532
-0.6781250000000001,37.64479166666667,34.5,September,19.081865514797546,0.0011868997195768314
-0.6760416666666668,37.64479166666667,36.150001525878906,July,19.251147146544152,0.021281384247192957
-0.6760416666666668,37.64479166666667,36.150001525878906,August,19.251147146544152,0.0027611627711941105
-0.6760416666666668,37.64479166666667,36.150001525878906,September,19.251147146544152,0.001168353768014141
-0.6739583333333334,37.64479166666667,38.15999984741211,July,19.42069550573853,0.02053326789144921
-0.6739583333333334,37.64479166666667,38.15999984741211,August,19.42069550573853,0.0027157447155149264
-0.6739583333333334,37.64479166666667,38.15999984741211,September,19.42069550573853,0.0011502649830556605
-0.671875,37.64479166666667,37.91999816894531,July,19.590503667027875,0.01981372282397706
-0.671875,37.64479166666667,37.91999816894531,August,19.590503667027875,0.002671458700786446
-0.671875,37.64479166666667,37.91999816894531,September,19.590503667027875,0.001132621172142627
-0.6697916666666667,37.64479166666667,44.72999954223633,July,19.76056493266969,0.019121601008156842
-0.6697916666666667,37.64479166666667,44.72999954223633,August,19.76056493266969,0.0026282737221691465
-0.6697916666666667,37.64479166666667,44.72999954223633,September,19.76056493266969,0.001115410416631524
-0.7093750000000001,37.64270833333334,3.013000011444092,July,16.477065920931516,0.03795725660426296
-0.7093750000000001,37.64270833333334,3.013000011444092,August,16.477065920931516,0.003597095621387553
-0.7093750000000001,37.64270833333334,3.013000011444092,September,16.477065920931516,0.00149780217659832
-0.7072916666666668,37.64270833333334,5.590000152587891,July,16.642350816473172,0.03655034472292498
-0.7072916666666668,37.64270833333334,5.590000152587891,August,16.642350816473172,0.003529211553863542
-0.7072916666666668,37.64270833333334,5.590000152587891,September,16.642350816473172,0.0014709436679515868
-0.7052083333333334,37.64270833333334,7.489999771118164,July,16.80802351567769,0.03519893513231804
-0.7052083333333334,37.64270833333334,7.489999771118164,August,16.80802351567769,0.0034630906600490786
-0.7052083333333334,37.64270833333334,7.489999771118164,September,16.80802351567769,0.001444771146319813
-0.703125,37.64270833333334,8.640000343322754,July,16.97407266318317,0.03390082692685082
-0.703125,37.64270833333334,8.640000343322754,August,16.97407266318317,0.0033986877285106802
-0.703125,37.64270833333334,8.640000343322754,September,16.97407266318317,0.0014192675041289026
-0.7010416666666667,37.64270833333334,10.420000076293944,July,17.14048731834038,0.03265389827115653
-0.7010416666666667,37.64270833333334,10.420000076293944,August,17.14048731834038,0.0033359583436041317
-0.7010416666666667,37.64270833333334,10.420000076293944,September,17.14048731834038,0.0013944159167013444
-0.6989583333333333,37.64270833333334,12.760000228881836,July,17.307256937661432,0.03145610451336897
-0.6989583333333333,37.64270833333334,12.760000228881836,August,17.307256937661432,0.0032748588970314225
-0.6989583333333333,37.64270833333334,12.760000228881836,September,17.307256937661432,0.0013701998473013956
-0.696875,37.64270833333334,14.899999618530272,July,17.474371358086486,0.030305476246663517
-0.696875,37.64270833333334,14.899999618530272,August,17.474371358086486,0.0032153465971122073
-0.696875,37.64270833333334,14.899999618530272,September,17.474371358086486,0.0013466030513291007
-0.6947916666666667,37.64270833333334,17.079999923706055,July,17.641820781019092,0.02920011733223854
-0.6947916666666667,37.64270833333334,17.079999923706055,August,17.641820781019092,0.0031573794759853103
-0.6947916666666667,37.64270833333334,17.079999923706055,September,17.641820781019092,0.001323609579742837
-0.6927083333333334,37.64270833333334,18.299999237060547,July,17.80959575709736,0.028138202894789906
-0.6927083333333334,37.64270833333334,18.299999237060547,August,17.80959575709736,0.0031009163948681243
-0.6927083333333334,37.64270833333334,18.299999237060547,September,17.80959575709736,0.0013012037817544339
-0.690625,37.64270833333334,19.270000457763672,July,17.97768717166371,0.02711797730159421
-0.690625,37.64270833333334,19.270000457763672,August,17.97768717166371,0.0030459170476252614
-0.690625,37.64270833333334,19.270000457763672,September,17.97768717166371,0.0012793703068933304
-0.6885416666666667,37.64270833333334,19.360000610351563,July,18.146086230907983,0.026137752132856
-0.6885416666666667,37.64270833333334,19.360000610351563,August,18.146086230907983,0.0029923419626375534
-0.6885416666666667,37.64270833333334,19.360000610351563,September,18.146086230907983,0.0012580941064277435
-0.6864583333333334,37.64270833333334,24.040000915527344,July,18.314784448645803,0.025195904152900902
-0.6864583333333334,37.64270833333334,24.040000915527344,August,18.314784448645803,0.0029401525032661676
-0.6864583333333334,37.64270833333334,24.040000915527344,September,18.314784448645803,0.0012373604342588178
-0.6843750000000001,37.64270833333334,26.010000228881836,July,18.48377363369125,0.02429087328832968
-0.6843750000000001,37.64270833333334,26.010000228881836,August,18.48377363369125,0.002889310866921021
-0.6843750000000001,37.64270833333334,26.010000228881836,September,18.48377363369125,0.0012171548472843675
-0.6822916666666667,37.64270833333334,28.600000381469727,July,18.65304587782024,0.02342116061953425
-0.6822916666666667,37.64270833333334,28.600000381469727,August,18.65304587782024,0.0028397800828654325
-0.6822916666666667,37.64270833333334,28.600000381469727,September,18.65304587782024,0.0011974632052811265
-0.6802083333333334,37.64270833333334,31.229999542236328,July,18.82259354427094,0.022585326391523282
-0.6802083333333334,37.64270833333334,31.229999542236328,August,18.82259354427094,0.0027915240089050244
-0.6802083333333334,37.64270833333334,31.229999542236328,September,18.82259354427094,0.0011782716703613281
-0.6781250000000001,37.64270833333334,32.459999084472656,July,18.9924092567706,0.021781988048005834
-0.6781250000000001,37.64270833333334,32.459999084472656,August,18.9924092567706,0.002744507326960294
-0.6781250000000001,37.64270833333334,32.459999084472656,September,18.9924092567706,0.001159566705997661
-0.6760416666666668,37.64270833333334,35.290000915527344,July,19.162485889060275,0.021009818293515534
-0.6760416666666668,37.64270833333334,35.290000915527344,August,19.162485889060275,0.0026986955376816337
-0.6760416666666668,37.64270833333334,35.290000915527344,September,19.162485889060275,0.0011413350756779323
-0.6739583333333334,37.64270833333334,40.04999923706055,July,19.33281655488863,0.020267543186900005
-0.6739583333333334,37.64270833333334,40.04999923706055,August,19.33281655488863,0.0026540549541553553
-0.6739583333333334,37.64270833333334,40.04999923706055,September,19.33281655488863,0.0011235638412048605
-0.671875,37.64270833333334,41.70000076293945,July,19.50339459845458,0.019553940268982186
-0.671875,37.64270833333334,41.70000076293945,August,19.50339459845458,0.0026105526947414444
-0.671875,37.64270833333334,41.70000076293945,September,19.50339459845458,0.0011062403606533404
-0.6697916666666667,37.64270833333334,46.2599983215332,July,19.674213585282594,0.018867836727297523
-0.6697916666666667,37.64270833333334,46.2599983215332,August,19.674213585282594,0.0025681566751513305
-0.6697916666666667,37.64270833333334,46.2599983215332,September,19.674213585282594,0.0010893522860264784
-0.6677083333333333,37.64270833333334,50.220001220703125,July,19.84526729350265,0.018208107599972424
-0.6677083333333333,37.64270833333334,50.220001220703125,August,19.84526729350265,0.0025268355998141812
-0.6677083333333333,37.64270833333334,50.220001220703125,September,19.84526729350265,0.0010728875606267059
-0.7072916666666668,37.64062500000001,3.9040000438690186,July,16.54286720240816,0.03657065164020193
-0.7072916666666668,37.64062500000001,3.9040000438690186,August,16.54286720240816,0.003491613042197006
-0.7072916666666668,37.64062500000001,3.9040000438690186,September,16.54286720240816,0.0014544344224308088
-0.7052083333333334,37.64062500000001,6.800000190734863,July,16.709530926054263,0.0352059313910045
-0.7052083333333334,37.64062500000001,6.800000190734863,August,16.709530926054263,0.0034253591017234758
-0.7052083333333334,37.64062500000001,6.800000190734863,September,16.709530926054263,0.0014282146677219922
-0.703125,37.64062500000001,7.46999979019165,July,16.876553813394892,0.03389585652040788
-0.703125,37.64062500000001,7.46999979019165,August,16.876553813394892,0.003360867634450025
-0.703125,37.64062500000001,7.46999979019165,September,16.876553813394892,0.001402681394620223
-0.7010416666666667,37.64062500000001,9.050000190734863,July,17.043925305419442,0.032638206223585944
-0.7010416666666667,37.64062500000001,9.050000190734863,August,17.043925305419442,0.003298091870656726
-0.7010416666666667,37.64062500000001,9.050000190734863,September,17.043925305419442,0.0013778168808886535
-0.6989583333333333,37.64062500000001,10.359999656677246,July,17.21163523221813,0.03143084287354136
-0.6989583333333333,37.64062500000001,10.359999656677246,August,17.21163523221813,0.0032369859209118203
-0.6989583333333333,37.64062500000001,10.359999656677246,September,17.21163523221813,0.001353603718008823
-0.696875,37.64062500000001,12.59000015258789,July,17.37967379625301,0.0302717097736733
-0.696875,37.64062500000001,12.59000015258789,August,17.37967379625301,0.003177504783341893
-0.696875,37.64062500000001,12.59000015258789,September,17.37967379625301,0.0013300248146903668
-0.6947916666666667,37.64062500000001,14.43000030517578,July,17.548031556432502,0.02915882888619175
-0.6947916666666667,37.64062500000001,14.43000030517578,August,17.548031556432502,0.003119604349059257
-0.6947916666666667,37.64062500000001,14.43000030517578,September,17.548031556432502,0.001307063399701538
-0.6927083333333334,37.64062500000001,16.18000030517578,July,17.716699412934883,0.028090298547403282
-0.6927083333333334,37.64062500000001,16.18000030517578,August,17.716699412934883,0.00306324140591452
-0.6927083333333334,37.64062500000001,16.18000030517578,September,17.716699412934883,0.001284703024081636
-0.690625,37.64062500000001,18.09000015258789,July,17.885668592740167,0.02706429117962454
-0.690625,37.64062500000001,18.09000015258789,August,17.885668592740167,0.0030083736407327736
-0.690625,37.64062500000001,18.09000015258789,September,17.885668592740167,0.0012629275627932931
-0.6885416666666667,37.64062500000001,18.969999313354492,July,18.054930635863006,0.026079051007832057
-0.6885416666666667,37.64062500000001,18.969999313354492,August,18.054930635863006,0.002954959640132954
-0.6885416666666667,37.64062500000001,18.969999313354492,September,18.054930635863006,0.001241721215848715
-0.6864583333333334,37.64062500000001,20.709999084472656,July,18.22447738220911,0.02513289178895455
-0.6864583333333334,37.64062500000001,20.709999084472656,August,18.22447738220911,0.002902958890081525
-0.6864583333333334,37.64062500000001,20.709999084472656,September,18.22447738220911,0.0012210685089657548
-0.6843750000000001,37.64062500000001,24.450000762939453,July,18.39430095907196,0.024224194559543024
-0.6843750000000001,37.64062500000001,24.450000762939453,August,18.39430095907196,0.0028523317742139044
-0.6843750000000001,37.64062500000001,24.450000762939453,September,18.39430095907196,0.001200954293761349
-0.6822916666666667,37.64062500000001,26.280000686645508,July,18.564393769186935,0.023351405408035143
-0.6822916666666667,37.64062500000001,26.280000686645508,August,18.564393769186935,0.0028030395710570482
-0.6822916666666667,37.64062500000001,26.280000686645508,September,18.564393769186935,0.001181363747531635
-0.6802083333333334,37.64062500000001,23.3700008392334,July,18.734748479368537,0.022513033275994396
-0.6802083333333334,37.64062500000001,23.3700008392334,August,18.734748479368537,0.0027550444501903445
-0.6802083333333334,37.64062500000001,23.3700008392334,September,18.734748479368537,0.0011622823726287594
-0.6781250000000001,37.64062500000001,31.110000610351563,July,18.905358009649525,0.02170764779254312
-0.6781250000000001,37.64062500000001,31.110000610351563,August,18.905358009649525,0.0027083094673928977
-0.6781250000000001,37.64062500000001,31.110000610351563,September,18.905358009649525,0.0011436959954485562
-0.6760416666666668,37.64062500000001,38.06999969482422,July,19.076215522943073,0.02093387714565641
-0.6760416666666668,37.64062500000001,38.06999969482422,August,19.076215522943073,0.0026627985588574153
-0.6760416666666668,37.64062500000001,38.06999969482422,September,19.076215522943073,0.0011255907650577991
-0.6739583333333334,37.64062500000001,41.599998474121094,July,19.24731441516698,0.020190405993237095
-0.6739583333333334,37.64062500000001,41.599998474121094,August,19.24731441516698,0.0026184765344925295
-0.6739583333333334,37.64062500000001,41.599998474121094,September,19.24731441516698,0.0011079531514648913
-0.671875,37.64062500000001,43.88999938964844,July,19.418648305823343,0.01947597341653228
-0.671875,37.64062500000001,43.88999938964844,August,19.418648305823343,0.002575309070360671
-0.671875,37.64062500000001,43.88999938964844,September,19.418648305823343,0.0010907699435491183
-0.6697916666666667,37.64062500000001,48.09000015258789,July,19.590211029019162,0.0187893709180775
-0.6697916666666667,37.64062500000001,48.09000015258789,August,19.590211029019162,0.002533262700298512
-0.6697916666666667,37.64062500000001,48.09000015258789,September,19.590211029019162,0.0010740282466637438
-0.6677083333333333,37.64062500000001,51.18000030517578,July,19.761996624876932,0.018129440465912434
-0.6677083333333333,37.64062500000001,51.18000030517578,August,19.761996624876932,0.0024923048067456203
-0.6677083333333333,37.64062500000001,51.18000030517578,September,19.761996624876932,0.0010577154799191887
-0.7052083333333334,37.63854166666667,3.9189999103546143,July,16.61367290018526,0.03558334418478745
-0.7052083333333334,37.63854166666667,3.9189999103546143,August,16.61367290018526,0.0034247000336958865
-0.7052083333333334,37.63854166666667,3.9189999103546143,September,16.61367290018526,0.001427147069658012
-0.703125,37.63854166666667,5.790999889373779,July,16.781654526690716,0.034247252781275356
-0.703125,37.63854166666667,5.790999889373779,August,16.781654526690716,0.003359411424029844
-0.703125,37.63854166666667,5.790999889373779,September,16.781654526690716,0.0014013029821572799
-0.7010416666666667,37.63854166666667,7.099999904632568,July,16.949967796832226,0.032965394614134856
